exp_id,seed,model,generation,best_f1,mean_f1,mutation_rate,crossover_rate,population_size,tournament_k,elite_n
C,44,LR,0,0.962948350071736,0.7751462455135734,0.05,0.9,30,4,2
C,44,LR,1,0.962948350071736,0.9521961670370408,0.05,0.9,30,4,2
C,44,LR,2,0.963735422391753,0.9558094355805604,0.05,0.9,30,4,2
C,44,LR,3,0.963735422391753,0.9617979662838771,0.05,0.9,30,4,2
C,44,LR,4,0.963735422391753,0.9622838184502578,0.05,0.9,30,4,2
C,44,LR,5,0.963735422391753,0.9626312460953294,0.05,0.9,30,4,2
C,44,LR,6,0.9716719303282609,0.963322334145545,0.05,0.9,30,4,2
C,44,LR,7,0.9716719303282609,0.964761452739852,0.05,0.9,30,4,2
C,44,LR,8,0.9716719303282609,0.9661130018880818,0.05,0.9,30,4,2
C,44,LR,9,0.9716719303282609,0.9674637750337935,0.05,0.9,30,4,2
C,44,LR,10,0.9716719303282609,0.9697286384601098,0.05,0.9,30,4,2
C,44,LR,11,0.9716719303282609,0.9685112156191144,0.05,0.9,30,4,2
C,44,LR,12,0.9716719303282609,0.9695066596492959,0.05,0.9,30,4,2
C,44,LR,13,0.9716719303282609,0.9672583322293324,0.05,0.9,30,4,2
C,44,LR,14,0.9716719303282609,0.968725385899486,0.05,0.9,30,4,2
C,44,LR,15,0.9716719303282609,0.970687538076931,0.05,0.9,30,4,2
C,44,LR,16,0.9716719303282609,0.9698738038710134,0.05,0.9,30,4,2
C,44,LR,17,0.9716719303282609,0.9701471034472289,0.05,0.9,30,4,2
C,44,LR,18,0.9716719303282609,0.9695947696515422,0.05,0.9,30,4,2
C,44,LR,19,0.9716719303282609,0.9700231751074585,0.05,0.9,30,4,2
C,44,LR,20,0.9716719303282609,0.9677614247478021,0.05,0.9,30,4,2
C,44,LR,21,0.9716719303282609,0.9686356968332726,0.05,0.9,30,4,2
C,44,LR,22,0.9716719303282609,0.9711060030640499,0.05,0.9,30,4,2
C,44,LR,23,0.9716719303282609,0.9695979195058615,0.05,0.9,30,4,2
C,44,LR,24,0.9716719303282609,0.9706093629910572,0.05,0.9,30,4,2
C,44,LR,25,0.9716719303282609,0.9700725869135068,0.05,0.9,30,4,2
C,44,LR,26,0.9716719303282609,0.9682624002798214,0.05,0.9,30,4,2
C,44,LR,27,0.9716719303282609,0.970762054610653,0.05,0.9,30,4,2
C,44,LR,28,0.9716719303282609,0.9686713004654101,0.05,0.9,30,4,2
C,44,LR,29,0.9716719303282609,0.9703500420690109,0.05,0.9,30,4,2
C,44,LR,30,0.9716719303282609,0.9688917084858719,0.05,0.9,30,4,2
C,44,LR,31,0.9716719303282609,0.9678408229366489,0.05,0.9,30,4,2
C,44,LR,32,0.9716719303282609,0.9701961273464421,0.05,0.9,30,4,2
C,44,LR,33,0.9716719303282609,0.970743017094238,0.05,0.9,30,4,2
C,44,LR,34,0.9716719303282609,0.9706313356564047,0.05,0.9,30,4,2
C,44,LR,35,0.9716719303282609,0.9694337139059261,0.05,0.9,30,4,2
C,44,LR,36,0.9716719303282609,0.9687936865288725,0.05,0.9,30,4,2
C,44,LR,37,0.9716719303282609,0.9705955173188805,0.05,0.9,30,4,2
C,44,LR,38,0.9716719303282609,0.969352018850891,0.05,0.9,30,4,2
C,44,LR,39,0.9716719303282609,0.9700245687392629,0.05,0.9,30,4,2
C,44,LR,40,0.9716719303282609,0.9684203436693841,0.05,0.9,30,4,2
C,44,LR,41,0.9716719303282609,0.9689673031249364,0.05,0.9,30,4,2
C,44,LR,42,0.9716719303282609,0.9692193300373046,0.05,0.9,30,4,2
C,44,LR,43,0.9716719303282609,0.9701961273464421,0.05,0.9,30,4,2
C,44,LR,44,0.9716719303282609,0.966224530844571,0.05,0.9,30,4,2
C,44,LR,45,0.9716719303282609,0.9703926135227472,0.05,0.9,30,4,2
C,44,LR,46,0.9716719303282609,0.9697047166159531,0.05,0.9,30,4,2
C,44,LR,47,0.9716719303282609,0.9694994811279828,0.05,0.9,30,4,2
C,44,LR,48,0.9716719303282609,0.9674455162195845,0.05,0.9,30,4,2
C,44,LR,49,0.9716719303282609,0.9699346894379454,0.05,0.9,30,4,2
