exp_id,seed,model,generation,best_f1,mean_f1,mutation_rate,crossover_rate,population_size,tournament_k,elite_n
A,44,RF,0,0.9255043661547727,0.9097865124185226,0.1,0.8,30,3,1
A,44,RF,1,0.9260957107563043,0.9163076825867312,0.1,0.8,30,3,1
A,44,RF,2,0.9260957107563043,0.9219774684570422,0.1,0.8,30,3,1
A,44,RF,3,0.9326305081610949,0.9236641700914269,0.1,0.8,30,3,1
A,44,RF,4,0.9364370925232347,0.9278937790696805,0.1,0.8,30,3,1
A,44,RF,5,0.9368461058726276,0.9325958896687696,0.1,0.8,30,3,1
A,44,RF,6,0.9406526902347675,0.9342545245122308,0.1,0.8,30,3,1
A,44,RF,7,0.9406526902347675,0.9349667148373172,0.1,0.8,30,3,1
A,44,RF,8,0.9406526902347675,0.9361553606361924,0.1,0.8,30,3,1
A,44,RF,9,0.9406526902347675,0.937069348537153,0.1,0.8,30,3,1
A,44,RF,10,0.9406526902347675,0.9375996993895236,0.1,0.8,30,3,1
A,44,RF,11,0.9406526902347675,0.9363545370680506,0.1,0.8,30,3,1
A,44,RF,12,0.9406526902347675,0.9369204132182964,0.1,0.8,30,3,1
A,44,RF,13,0.9406526902347675,0.9386355601869238,0.1,0.8,30,3,1
A,44,RF,14,0.9406526902347675,0.940117459882464,0.1,0.8,30,3,1
A,44,RF,15,0.9406526902347675,0.9380734804920527,0.1,0.8,30,3,1
A,44,RF,16,0.9406526902347675,0.9395690139659061,0.1,0.8,30,3,1
A,44,RF,17,0.9406526902347675,0.9391575749749729,0.1,0.8,30,3,1
A,44,RF,18,0.9406526902347675,0.9392673143439716,0.1,0.8,30,3,1
A,44,RF,19,0.9406526902347675,0.9376830965925644,0.1,0.8,30,3,1
A,44,RF,20,0.9406526902347675,0.9378323936917752,0.1,0.8,30,3,1
A,44,RF,21,0.9406526902347675,0.9377747637944887,0.1,0.8,30,3,1
A,44,RF,22,0.9406526902347675,0.939046999177857,0.1,0.8,30,3,1
A,44,RF,23,0.9406526902347675,0.9374179717764718,0.1,0.8,30,3,1
A,44,RF,24,0.9406526902347675,0.9388804434425762,0.1,0.8,30,3,1
