exp_id,seed,model,generation,best_f1,mean_f1,mutation_rate,crossover_rate,population_size,tournament_k,elite_n
A,42,LR,0,0.9799023830031581,0.7761367624537209,0.1,0.8,30,3,1
A,42,LR,1,0.9801998692444195,0.9650843932056119,0.1,0.8,30,3,1
A,42,LR,2,0.9801998692444195,0.9706505907700608,0.1,0.8,30,3,1
A,42,LR,3,0.9801998692444195,0.9734545490390983,0.1,0.8,30,3,1
A,42,LR,4,0.9801998692444195,0.971151759584356,0.1,0.8,30,3,1
A,42,LR,5,0.9801998692444195,0.9723415951175675,0.1,0.8,30,3,1
A,42,LR,6,0.9801998692444195,0.9740144334781402,0.1,0.8,30,3,1
A,42,LR,7,0.9801998692444195,0.9741811434469005,0.1,0.8,30,3,1
A,42,LR,8,0.9801998692444195,0.9763459351089767,0.1,0.8,30,3,1
A,42,LR,9,0.9801998692444195,0.9743256843464664,0.1,0.8,30,3,1
A,42,LR,10,0.9801998692444195,0.9781231099524474,0.1,0.8,30,3,1
A,42,LR,11,0.9801998692444195,0.9758910946665862,0.1,0.8,30,3,1
A,42,LR,12,0.9801998692444195,0.9759836676186738,0.1,0.8,30,3,1
A,42,LR,13,0.9801998692444195,0.9763013394829254,0.1,0.8,30,3,1
A,42,LR,14,0.9801998692444195,0.9750472537255125,0.1,0.8,30,3,1
A,42,LR,15,0.9801998692444195,0.9778272165812312,0.1,0.8,30,3,1
A,42,LR,16,0.9801998692444195,0.9761874742725533,0.1,0.8,30,3,1
A,42,LR,17,0.9801998692444195,0.976014440499345,0.1,0.8,30,3,1
A,42,LR,18,0.9801998692444195,0.976633553360329,0.1,0.8,30,3,1
A,42,LR,19,0.9801998692444195,0.9753067733823924,0.1,0.8,30,3,1
A,42,LR,20,0.9801998692444195,0.9734573265617678,0.1,0.8,30,3,1
A,42,LR,21,0.9801998692444195,0.9751131440820681,0.1,0.8,30,3,1
A,42,LR,22,0.9801998692444195,0.9773245399133832,0.1,0.8,30,3,1
A,42,LR,23,0.9801998692444195,0.9778369531464189,0.1,0.8,30,3,1
A,42,LR,24,0.9801998692444195,0.9786493607409719,0.1,0.8,30,3,1
