exp_id,seed,model,generation,best_f1,mean_f1,mutation_rate,crossover_rate,population_size,tournament_k,elite_n
B,42,LR,0,0.9799023830031581,0.7193014066417774,0.2,0.7,60,2,2
B,42,LR,1,0.9799023830031581,0.892293187595744,0.2,0.7,60,2,2
B,42,LR,2,0.9801998692444195,0.9629555176237521,0.2,0.7,60,2,2
B,42,LR,3,0.9801998692444195,0.9677026425082642,0.2,0.7,60,2,2
B,42,LR,4,0.9801998692444195,0.9700328461027887,0.2,0.7,60,2,2
B,42,LR,5,0.9801998692444195,0.9651834989534228,0.2,0.7,60,2,2
B,42,LR,6,0.9801998692444195,0.9666228265107154,0.2,0.7,60,2,2
B,42,LR,7,0.9801998692444195,0.9696799920997431,0.2,0.7,60,2,2
B,42,LR,8,0.9801998692444195,0.9713050737622877,0.2,0.7,60,2,2
B,42,LR,9,0.9801998692444195,0.9713232352696075,0.2,0.7,60,2,2
B,42,LR,10,0.9801998692444195,0.9726719563445639,0.2,0.7,60,2,2
B,42,LR,11,0.9801998692444195,0.9724343902298238,0.2,0.7,60,2,2
B,42,LR,12,0.9801998692444195,0.972133330165126,0.2,0.7,60,2,2
B,42,LR,13,0.9801998692444195,0.9711443910000155,0.2,0.7,60,2,2
B,42,LR,14,0.9801998692444195,0.972904966889913,0.2,0.7,60,2,2
B,42,LR,15,0.9801998692444195,0.9726523840720902,0.2,0.7,60,2,2
B,42,LR,16,0.9801998692444195,0.9721166440028313,0.2,0.7,60,2,2
B,42,LR,17,0.9801998692444195,0.9716183565049381,0.2,0.7,60,2,2
B,42,LR,18,0.9801998692444195,0.9726521453549616,0.2,0.7,60,2,2
B,42,LR,19,0.9801998692444195,0.9737335538955535,0.2,0.7,60,2,2
B,42,LR,20,0.9801998692444195,0.9731473590851419,0.2,0.7,60,2,2
B,42,LR,21,0.9801998692444195,0.9729026494199625,0.2,0.7,60,2,2
B,42,LR,22,0.9801998692444195,0.9729322367850468,0.2,0.7,60,2,2
B,42,LR,23,0.9801998692444195,0.9727698491056986,0.2,0.7,60,2,2
B,42,LR,24,0.9801998692444195,0.9728044398241305,0.2,0.7,60,2,2
